ID,Category,Title,Authors,Year,DOI,ArXiv,Abstract,Page Count,Methods,Domain Tags
175,05-Nuclear-Radiation,Synergistic effects of mixing and strain in high entropy spinel oxides for oxygen evolution reaction,Jihyun Baek,2023,10.1038/s41467-023-41359-7,,,11,simulation; experimental; machine_learning,radiation; electrode_materials; nuclear_fusion
178,05-Nuclear-Radiation,"The code uses a phenomenological mechanism for beam-target production of fusion neutrons, partially based on ideas published by Gribkov et al 17",Loh,2008,10.1007/s10894-008-9132-7,,Experimental data of neutron yield Y n against pinch current I pinch is assembled to produce a more global scaling law than available. From the data a mid-range point is obtained to calibrate the neutron production mechanism of the Lee Model code. This code is then used for numerical experiments on a range of focus devices to derive neutron scaling laws. The results are the following: Y n=2x1011Ipinch4.7 and Y n=9x109Ipeak3.9. It is felt that the scaling law with respect to I pinch is rig,7,experimental,dense_plasma_focus; plasma_physics; nuclear_fusion; electrode_materials; radiation
182,06-Circuit-Engineering,Electron Trajectories and Critical Current in a Two-Dimensional Planar Magnetically Insulated Crossed-Field Gap,,2024,,,"The critical current in a one-dimensional (1D) crossed-field gap is defined by the transition froma cycloidal flow to a near-Brillouin (nB) state characterized by electron flow orthogonal to both the electricand magnetic fields and uniform virtual cathode formation. Motivated by recent studies on space-charge-limited current in non-magnetic diodes, we assess the meaning of critical current in a magentically insulatedtwo-dimensional (2D) planar crossed-field geometry. Particle-in-cell (PIC) s",10,simulation; analytical,plasma_physics; nuclear_fusion; electrode_materials; turbulence; particle_methods; circuit_modeling; pulsed_power
180,06-Circuit-Engineering,A Review on Challenges in DC Microgrid Planning and Implementation,"Kolampurath Jithin, Graduate Student Member, IEEE, Puthan Purayil Haridev, Nanappan Mayadevi, Raveendran Pillai Harikumar, Member, IEEE, and Valiyakulam Prabhakaran Mini",2023,,,"DC microgrids are gaining more attention with the increased penetration of various DC sources such as solar pho ‐tovoltaic systems , fuel cells , batteries , etc., and DC loads . Due to the rapid integration of these components into the existing power system , the importance of DC microgrids has reached a salient point . Compared with conventional AC systems , DC sys‐tems are free from synchronization issues , reactive power con ‐trol, frequency control , etc., and are more reliable and e",21,review,machine_learning; circuit_modeling; pulsed_power
181,06-Circuit-Engineering,Towards physics-informed machine learning-based predictive maintenance for power converters – A review,"Youssof Fassi, Vincent Heiries, Jérôme Boutet, Sebastien Boisseau",2023,10.1109/TPEL.2023.3328438￿,,"Abstract— Predictive maintenance for power electronic converters has emerged as a critical area of research and development. With the rapid advancements in deep learning techniques, new possibilities have emerged for enhancing the performance and reliability of pow er converters. However, addressing challenges related to data resources, physical consistency, and generalizability has become crucial in achieving optimal strategies. This comprehensive review article presents an insightful ov",34,machine_learning; review; simulation,nuclear_fusion; machine_learning; uncertainty_quantification; numerical_methods; ai_scientific_discovery; physics_informed_ml; circuit_modeling; pulsed_power
183,07-Diagnostics,Physics Principles of Inertial Conﬁnement Fusion and U.S. Program,,2023,,,,91,experimental; review,z_pinch; plasma_physics; nuclear_fusion; radiation; pulsed_power; diagnostics
184,07-Diagnostics,Development of plasma sources and diagnostics for the simulation of fusion edge plasmas,Hyun-Jong Woo,2022,10.1007/s40042-021-00374-x,,"Although the research on divertors and scrape-off layers (SOLs) has been not as focused on as the recent success of the Korean fusion program, a few linear plasma devices have been developed for simulating divertor and SOL plasmas: (1) diversified plasma simulator (DiPS), a versatile linear machine, has been developed for simulations of divertor and space plasmas with various electric probes, such as single, triple, and Mach Probes and gridded energy analyzer. DiPS consists of two major part",24,simulation; experimental,plasma_physics; nuclear_fusion; radiation; diagnostics; electrode_materials
186,07-Diagnostics,Journal of Instrumentation,,2021,10.1088/1748-0221/16/05/P05018,,PAPERCharge exchange radiation diagnostic with gas jettarget for measurement of plasma flow velocity inthe linear magnetic trapTo cite this article: A. Lizunov 2021 JINST 16 P05018,12,experimental,plasma_physics; nuclear_fusion; radiation; diagnostics; electrode_materials; turbulence
185,07-Diagnostics,Plasma Dynamics Using Ion Doppler Spectroscopy in HIT-SI3,Charles T. Hooper,2019,,,Plasma Dynamics Using Ion Doppler Spectroscopy in HIT-SI3Charles T. HooperChair of the Supervisory Committee:Professor Thomas R. JarboeWilliam E. Boeing Department of Aeronautics and AstronauticsThe HIT-SI3 experiment uses three inductive helicty injectors to form andsustain a spheromak plasma by imposed-dynamo current drive (IDCD). Anion Doppler spectrometer utilizes 72 viewing chords and a µs time resolu-tion to measure CIII impurity ions on the toroidal midplane. A Monte Carlonumeric,75,experimental,mhd; plasma_physics; nuclear_fusion; radiation; machine_learning; uncertainty_quantification; diagnostics
188,08-Electrodes-Materials,Titanium nitride (TiN) as a promising alternative to plasmonic metals: a comprehensive review of synthesis and applications,Ujjwal Mahajan,2024,10.1039/d3ma00965c,,,50,review,radiation; electrode_materials
187,08-Electrodes-Materials,"A review on nanoparticles: characteristics, synthesis, applications, and challenges",Khadijah A. Altammar,2023,10.3389/fmicb.2023.1155622,,,20,review,electrode_materials
203,09-Machine-Learning,MeshGraphNet-Transformer: Scalable Mesh-based Learned Simulation for Solid Mechanics,Mikel M. Iparraguirre; Iciar Alfaro; David Gonzalez; Elias Cueto,2026,,,"We present MeshGraphNet-Transformer (MGN-T), a novel architecture that combines the globalmodeling capabilities of Transformers with the geometric inductive bias of MeshGraphNets, whilepreserving a mesh-based graph representation. MGN-T overcomes a key limitation of standard MGN,the inefficient long-range information propagation caused by iterative message passing on large,high-resolution meshes. A physics-attention Transformer serves as a global processor, updating allnodal states simultan",13,simulation; machine_learning,nuclear_fusion; machine_learning; numerical_methods; ai_scientific_discovery; graph_neural_networks; physics_informed_ml
204,09-Machine-Learning,RUNNs: Ritz-Uzawa Neural Networks for Solving Variational Problems,Pablo Herrera; Jamie M. Taylor; Carlos Uriarte; Ignacio Muga; David Pardo; Kristoffer G. van der Zee,2026,,,"Solving Partial Differential Equations (PDEs) using neural networks presents different challenges, includingintegration errors and spectral bias, often leading to poor approximations. In addition, standard neuralnetwork-based methods, such as Physics-Informed Neural Networks (PINNs), often lack stability when dealingwith PDEs characterized by low-regularity solutions.To address these limitations, we introduce the Ritz–Uzawa Neural Networks (RUNNs) framework, an it-erative methodology to sol",24,machine_learning; experimental; simulation,machine_learning; ai_scientific_discovery; physics_informed_ml
197,09-Machine-Learning,Conservation-informed Graph Learning for Spatiotemporal Dynamics Prediction,,2025,10.1145/3690624.3709244Keywords,,"Data-centric methods have shown great potential in understandingand predicting spatiotemporal dynamics, enabling better design andcontrol of the object system. However, deep learning models oftenlack interpretability, fail to obey intrinsic physics, and struggle tocope with the various domains. While geometry-based methods,e.g., graph neural networks (GNNs), have been proposed to furthertackle these challenges, they still need to find the implicit physicallaws from large datasets and rely",12,machine_learning; data_analysis; simulation,machine_learning; ai_scientific_discovery; equation_discovery; graph_neural_networks; physics_informed_ml
201,09-Machine-Learning,Data-driven discovery of the equations of turbulent convection,Christopher J. Wareing; Alasdair T. Roy; Matthew Golden; Roman O. Grigoriev; Steven M. Tobias,2025,,,,29,simulation; experimental; machine_learning,machine_learning; numerical_methods; turbulence; ai_scientific_discovery; equation_discovery; physics_informed_ml
198,09-Machine-Learning,NAS-PINN V2: I MPROVED NEURAL ARCHITECTURE SEARCH,,2025,,,"Limited by the operation and measurement conditions, numerical simulation is often the only feasibleapproach for studying plasma behavior and mechanisms. Although artificial intelligence methods,especially physics-informed neural network (PINN), have been widely applied in plasma simulation,the design of the neural network structures still largely relies on the experience of researchers.Meanwhile, existing neural architecture search methods tailored for PINN have encountered failureswhen de",15,simulation; machine_learning; experimental,mhd; plasma_physics; nuclear_fusion; machine_learning; uncertainty_quantification; numerical_methods; turbulence; ai_scientific_discovery; physics_informed_ml
199,09-Machine-Learning,Neural operator surrogate models of plasma edge simulations: feasibility and data efficiency,N. Carey; L. Zanisi; S. Pamela; V. Gopakumar; J. Omotani; J. Buchanan; J. Brandstetter; F. Paischer; G. Galletti; P. Setinek,2025,,,"Simulation-based plasma scenario development plays a crucial role in designing next-generation tokamaks and fusion power plants. However, the inclusion of high-fidelitysimulations of Scrape-Off Layer (SOL) turbulence and transient MHD events such as EdgeLocalized Modes (ELMs) in highly iterative applications remains computationally prohibitive,limiting their use in design and control workflows. Understanding these phenomena is vital,as they govern heat flux on plasma-facing components, infl",48,simulation; machine_learning; data_analysis; experimental,mhd; plasma_physics; nuclear_fusion; machine_learning; turbulence
200,09-Machine-Learning,Reconstructing Relativistic Magnetohydrodynamics with Physics-Informed Neural Networks,Corwin Cheung; Marcos Johnson-Noya; Michael Xiang; Dominic Chang; Alfredo Guevara,2025,,,"We construct the first physics-informed neural-network (PINN) surrogates for relativistic magneto-hydrodynamics (RMHD) using a hybrid PDE and data-driven workflow. Instead of training for theconservative form of the equations, we work with Jacobians or PDE characteristics directly in termsof primitive variables. We further add to the trainable system the divergence-free condition, withoutthe need of cleaning modes. Using a novel MUON optimizer implementation, we show that a base-line PINN t",10,machine_learning; simulation; experimental,mhd; plasma_physics; machine_learning; numerical_methods; ai_scientific_discovery; physics_informed_ml
202,09-Machine-Learning,Symbolic Regression Is All You Need: From Simulations to Scaling Laws in Binary Neutron Star Mergers,P. Darc; Clecio R. Bom; Charles Kilpatrick; Bernardo M. O. Fraga; Gabriel S. M. Teixeira,2025,,,"Gravitational wave sources with electromagnetic counterparts have highlighted theneed for predictive, interpretable models linking the parameters of compact binarysystems to post-merger remnants and mass outflows. In this work, we exploreAI-driven symbolic regression (SR) frameworks to derive updated analytical rela-tions for disk ejecta mass in binary neutron star mergers, trained on state-of-the-artnumerical relativity simulations. Our method reveals a set of compact equationsthat outper",9,simulation; data_analysis; analytical; machine_learning,machine_learning; uncertainty_quantification; ai_scientific_discovery; physics_informed_ml
190,09-Machine-Learning,-RXUQDO1 D P H,,2024,,,,6,,plasma_physics; electrode_materials; machine_learning
191,09-Machine-Learning,Avoiding fusion plasma tearing instability with deep reinforcement learning,Jaemin Seo,2024,10.1038/s41586-024-07024-9,,,19,machine_learning; experimental; simulation,mhd; plasma_physics; nuclear_fusion; machine_learning
206,09-Machine-Learning,PP1 journal,,2024,,,"-2024-07-10_15h-18m-34s-12 layers, 2048 wide, 30 epochs-After about 6000 steps the train and test error hit what it would be on zeroed input, and the gradients vanished.-2024-07-10_15h-41m-52s-This time let’s try leaky ReLU-12 layers, 2048 wide, 30 epochs-No overﬁtting evident-2024-07-10_16h-10m-24s-4 layers, 512 wide, 30 epochs, leaky ReLU-Trains faster and just as good as the 12x2048 when it comes to the testing loss-Qualitative performance seems a little worse than the bigger model",7,machine_learning; data_analysis,machine_learning
192,09-Machine-Learning,Physics-informed MeshGraphNets (PI-MGNs): Neural finite element solvers for non-stationary and nonlinear simulations on arbitrary meshes,Tobias Würth; Niklas Freymuth; Clemens Zimmerling; Gerhard Neumann; Luise Kärger;,2024,,,"Engineering components must meet increasing technological demands in evershorter development cycles. To face these challenges, a holistic approach isessential that allows for the concurrent development of part design, materialsystem and manufacturing process. Current approaches employ numericalsimulations, which however quickly becomes computation-intensive, espe-cially for iterative optimization. Data-driven machine learning methods canbe used to replace time- and resource-intensive numer",38,machine_learning; simulation,machine_learning; numerical_methods; ai_scientific_discovery; graph_neural_networks; physics_informed_ml
193,09-Machine-Learning,Plasma surrogate modelling using Fourier neural operators,,2024,,,,,,plasma_physics; machine_learning
195,09-Machine-Learning,TORAX: A Fast and Differentiable Tokamak Transport Simulator in JAX,,2024,,,,17,simulation; experimental; machine_learning,plasma_physics; nuclear_fusion; machine_learning; uncertainty_quantification; turbulence
196,09-Machine-Learning,X-MeshGraphNet: Scalable Multi-Scale Graph,,2024,,,"Graph Neural Networks (GNNs) have gained sig-nificant traction for simulating complex physical systems, withmodels like MeshGraphNet demonstrating strong performanceon unstructured simulation meshes. However, these models faceseveral limitations, including scalability issues, requirement formeshing at inference, and challenges in handling long-rangeinteractions. In this work, we introduce X-MeshGraphNet, ascalable, multi-scale extension of MeshGraphNet designed toaddress these challenges",11,simulation; machine_learning,nuclear_fusion; machine_learning; numerical_methods; graph_neural_networks
194,09-Machine-Learning,arXiv:2404.09834v4 [math.AP] 3 Mar 2025ON A DEGENERATE SECOND ORDER TRAFFIC MODEL:,,2024,,,"We propose and analyse a new microscopic second order Follow -the-Leader type schemeto describe traﬃc ﬂows. The main novelty of this model consis ts in multiplying the second order termby a nonlinear function of the global density, with the inten t of considering the attentiveness of thedrivers in dependence on the amount of congestion. Such term makes the system highly degenerate;indeed, coherently with the modellistic viewpoint, we allo w for the nonlinearity to vanish as soon asconsecuti",27,review,nuclear_fusion; machine_learning
189,09-Machine-Learning,Influence of magnetic field on MHD mixed convection in lid-driven cavity with heated wavy bottom surface,Mst. Umme Mahmuda Maya,2023,10.1038/s41598-023-45707-x,,,19,,mhd; machine_learning; numerical_methods
205,09-Machine-Learning,lapd-msi-ebm poster,Phil Travis,2023,,,,1,experimental; machine_learning; data_analysis,plasma_physics; nuclear_fusion; machine_learning; diagnostics
207,09-Machine-Learning,The Influence of the Magnetic Field on DC and the Impulse Breakdown of Noble Gases,"Čedomir I. Belić, Koviljka Đ. Stanković, Milić M. Pejović and Predrag V. Osmokrović",2019,10.3390/ma12050752,,"Increased electromagnetic contamination of the environment accompanied with theampliﬁed miniaturization of electronic components underline the issue of the reliable operationof electronics. Reliability is of utmost importance in special applications such as medical instruments,nuclear installations, fusion experiments, etc., where larger magnetic ﬁelds occur during operation.Therefore, the interest for insulation components that consistently protect instrumentation fromovervoltage is growin",24,experimental,plasma_physics; nuclear_fusion; electrode_materials; machine_learning
208,09-Machine-Learning,Writeup PP1,,,,,,42,machine_learning; experimental; data_analysis,plasma_physics; nuclear_fusion; turbulence; machine_learning
209,10-Uncertainty-Quantification,Epistemic and Aleatoric Uncertainty,,2023,,,"This work suggests several methods of uncertainty treatmentin multiscale modelling and describes their application to a system ofcoupled turbulent transport simulations of a tokamak plasma. We pro-pose a method to quantify the usually aleatoric uncertainty of a systemin a quasistationary state, estimating the mean values and their errorsfor quantities of interest, which is average heat fluxes in the case of tur-bulence simulations. The method defines the stationarity of the systemand sugg",15,simulation; machine_learning; data_analysis,plasma_physics; nuclear_fusion; machine_learning; uncertainty_quantification; turbulence
211,10-Uncertainty-Quantification,Validation set number0.0000.0020.0040.0060.0080.0100.012MSE,,2013,,,,1,,uncertainty_quantification
213,10-Uncertainty-Quantification,z axis pred profile uncertainty,,2000,,,,1,,uncertainty_quantification
210,10-Uncertainty-Quantification,Validation set number0.000000.000050.000100.000150.000200.000250.00030MSE,,,,,,1,,uncertainty_quantification
212,10-Uncertainty-Quantification,pred discharge voltage uncertainty,,,,,,1,,uncertainty_quantification
261,12-Textbooks,CitationRESEARCH ARTICLE| DECEMBER 01 1961,,2025,10.1063/1.1706313,,,11,,plasma_physics
260,12-Textbooks,CitationRESEARCH ARTICLE| DECEMBER 01 1961,,2024,10.1063/1.1706312,,,16,,plasma_physics
270,12-Textbooks,CitationRESEARCH ARTICLE| SEPTEMBER 03 2024,,2024,10.1063/5.0188913,,A plasma device has been created to study dynamic plasma coupling in an E ×B-drifting magnetized plasma. The E ×B magnetized plasmadevice is a 1.2 m diameter by 2 m long cylindrical chamber with two sets of Helmholtz coils in a mirror configuration. A steady-state axialhollow cathode source injects a plasma discharge in electrical contact with a floating conductor at a range that forms a unique axisymmetricequipotential surface or Virtual Cathode Lightsaber (VCL). The VCL generates two plasma,12,experimental; review,mhd; plasma_physics; nuclear_fusion; diagnostics; electrode_materials
274,12-Textbooks,"DD Form 3067-7, ""Science, Mathematics, and Research for Transformation (SMART) Scholarship Phase 1 Annual Report "".pdf",dmccrary,2023,,,,10,review,
264,12-Textbooks,Machine learning accelerated particle-in-cell plasma,,2021,,,"Particle-In-Cell (PIC) methods are frequently used for kinetic, high-ﬁdelity simula-tions of plasmas. Implicit formulations of PIC algorithms feature strong conserva-tion properties, up to numerical round-off errors, and are not subject to time-steplimitations which make them an attractive candidate to use in simulations fusionplasmas. Currently they remain prohibitively expensive for high-ﬁdelity simulationof macroscopic plasmas. We investigate how amortized solvers can be incorporatedwit",8,simulation; machine_learning; experimental,plasma_physics; nuclear_fusion; machine_learning; turbulence; particle_methods; ai_scientific_discovery; physics_informed_ml
279,12-Textbooks,VSim Reference Manual,Tech-X Corporation,2021,,,,622,simulation; review,plasma_physics; uncertainty_quantification; circuit_modeling
275,12-Textbooks,Mjnolir Physics Review,Anthony Link,2019,,,LLNL -PRES -7907575MegaJOuLe Neutron Imaging Radiography (MJOLNIR) design & build teamNow: 1 MJ/2.7 MAUpgrade: 2 MJ/4+ MALLNL -PRES -7907576Stages of a DPF discharge1) insulator flashover2) run -down3) run -in4) pinchAnodeAnodeCathodeInsulatorFill gasStages of a DPF dischargeLLNL -PRES -7907577AnodeAnodeInsulatorStages of a DPF discharge1) insulator flashover2) run -down3) run -in4) pinchStages of a DPF dischargeLLNL -PRES -7907578AnodeAnodeInsulatorStages of a DPF di,38,experimental; simulation,dense_plasma_focus; mhd; plasma_physics; nuclear_fusion; radiation; electrode_materials; particle_methods
256,12-Textbooks,"Plasma and Fusion Research,ISSN 1880-6821",The Japan Society of Plasma Science and Nuclear Fusion Research,2019,10.1585/pfr.14.2402063,,,4,experimental,plasma_physics; nuclear_fusion; diagnostics; electrode_materials
218,12-Textbooks,CitationRESEARCH ARTICLE| DECEMBER 17 2018,,2018,10.1063/1.5051665,,"Maximizing neutron yields by scaling hollow diameter of a dense plasmafocus anodeB. H. Shaw,a)S. Chapman, C. M. Cooper, C. Goyon, J. Angus, A. Link, D. P. Higginson,J. X. Liu, J. M. Mitrani, Y. A. Podpaly, A. Povilus, and A. SchmidtLawrence Livermore National Laboratory, Livermore, California 94550, USA(Received 10 August 2018; accepted 30 November 2018; published online 17 December 2018)Experiments were performed to maximize the neutron yield from a 2 kJ dense plasma focus (DPF)and chara",6,experimental,dense_plasma_focus; plasma_physics; nuclear_fusion; pulsed_power; electrode_materials
263,12-Textbooks,Plasma Formulary,,2018,,,,74,,plasma_physics; nuclear_fusion; radiation
217,12-Textbooks,SIMULATION AND CHARACTERIZATION OF A,,2018,,,,110,experimental; simulation,dense_plasma_focus; z_pinch; plasma_physics; nuclear_fusion; radiation; pulsed_power; electrode_materials
277,12-Textbooks,Thesis,Andre C. Marta,2018,,,Present day computer technology equips standard laptops with enough computational power to matchthat of some supercomputers from the last century. It is extremely beneﬁcial that we make use of techno-logical advances to increase the quality and reach of science teaching. We developed a computationaltoolkit that is intended to be used in the context of plasma physics education. The goal is to include asimulation component in plasma physics courses. Simulations are run in the ZPIC Particle-In-,100,simulation,plasma_physics; diagnostics; particle_methods
278,12-Textbooks,USimInDepth,Tech-X Corporation,2018,,,,212,simulation; review,mhd; plasma_physics; nuclear_fusion
267,12-Textbooks,Plasma Modeling: PRELIMS,,2016,10.1088/978-0-7503-1200-4,,,83,simulation; experimental; analytical; review,mhd; plasma_physics; nuclear_fusion; turbulence; particle_methods
288,12-Textbooks,Francis F . Chen,,2015,10.1007/978-3-319-22309-4,,,499,experimental,mhd; plasma_physics; nuclear_fusion; diagnostics
286,12-Textbooks,No Slide Title,,2015,,,Plasma Fest 2015 Scrape-offlayer Kinetic EffectsEdge pedestal temperature profile near the edge of an H -mode discharge in the DIII -D tokamak. [Porter 2000 ]. Pedestal is shaded region. Schematic views of divertor tokamak and edge -plasma region (magnetic separatrix is the red line and the black boundaries indicate the shape of magnetic flux surfaces) Where are collisions signifiant in plasmas? Example: Tokamak edge boundary layer R (cm) Temp. (eV) 0 500 1000 What Can Math A,22,simulation; experimental,plasma_physics; uncertainty_quantification
220,12-Textbooks,LLNL-JRNL-650219,,2014,,,"Dense plasma focus (DPF) Z -pinch devices are sources of copious high energy electrons and ions, x -rays, and neutrons. The mechanisms through which these physically simple devices generate such high -energy beams in a relatively short distance are not fully understood and past optimization efforts of these devices have been largely empirical . Previously we reported on the first fully kinetic simulations of a DPF and compared them with hybrid and fluid simulations of the same device . Here",12,simulation; experimental; machine_learning,dense_plasma_focus; z_pinch; plasma_physics; nuclear_fusion; pulsed_power; electrode_materials; circuit_modeling; particle_methods
221,12-Textbooks,LLNL-TR-659069,,2014,,,"This document was prepared as an account of work sponsored by an agency of the United States government. Neither the United States government nor Lawrence Livermore National Security, LLC, nor any of their employees makes any warranty, expre ssed or implied, or assumes any legal liability or responsibility for the accuracy, completeness, or usefulness of any information, apparatus, product, or process disclosed, or represents that its use would not infringe privately owned rights. Reference h",6,simulation; experimental,dense_plasma_focus; plasma_physics; nuclear_fusion; radiation; uncertainty_quantification; electrode_materials; particle_methods
273,12-Textbooks,"Modeling and Simulation in Science,",,2013,10.1007/978-3-319-03804-9Springer,,,246,simulation; analytical,mhd; plasma_physics; turbulence
251,12-Textbooks,CitationRESEARCH ARTICLE| SEPTEMBER 17 2012,,2012,10.1063/1.4752073,,"Alfv /C19en’s critical ionization velocity observed in high power impulsemagnetron sputtering dischargesN. Brenning and D. LundinDivision of Space and Plasma Physics, School of Electric Engineering, Royal Institute of Technology,SE-100 44, Stockholm, Sweden(Received 20 June 2012; accepted 28 August 2012; published online 17 September 2012)Azimuthally rotating dense plasma structures, spokes, have recently been detected in several highpower impulse magnetron sputtering (HiPIMS) devices use",6,experimental; review,plasma_physics; diagnostics; electrode_materials
219,12-Textbooks,LLNL-JRNL-563254,,2012,,,"Dense plasma focus (DPF) Z -pinch devices are sources of copious high energy electrons and ions, x -rays, and neutrons. The mechanisms through which these physically simple devices generate such high -energy beams in a relatively short distance arenot fully understood. We now have, for the first time, demonstrated a capability to model these plasmas fully kinetically, allowing us to simulate the pinch proces sat the particle scale. We present here the results of the initial kinetic simulatio",11,simulation; experimental; machine_learning,dense_plasma_focus; z_pinch; plasma_physics; nuclear_fusion; pulsed_power; electrode_materials; particle_methods
269,12-Textbooks,ORNL/TM-2012/57,,2012,,,,18,simulation; experimental,mhd; plasma_physics; nuclear_fusion
266,12-Textbooks,This is the accepted manuscript made available via CHORUS. The article has been,,2012,10.1103/PhysRevLett.109.205003,,"Dense plasma focus (DPF) Z-pinch devices are sources of copious high energy electrons and ions, x-rays, and neutrons. The mechanisms through which these physically simple devices generate such high-energy beams in a relatively short distance are no t fully understood. We now have, for the first time, demonstrated a capability to model these plasmas fu lly kinetically, allowing us to simulate the pinch process at the particle scale. We present here the results of the initial kinetic simulatio",10,simulation; experimental; machine_learning,dense_plasma_focus; z_pinch; plasma_physics; nuclear_fusion; radiation; pulsed_power; electrode_materials; particle_methods
262,12-Textbooks,untitled,,2012,10.1109/TPS.2012.2222676,,"The dense plasma focus (DPF) is a Z-pinch that hasbeen studied for 50 years. Within ten years of its discovery byFillipov and Fillipova in Russia and Mather in the USA, thisdense pinch was scaled up to 2-MA currents and neutron outputsof∼1012/pulse. More remarkable is the fact that most of therelevant physics and scaling laws were elucidated within this ﬁrstdecade. The subsequent period has seen this type of pinch usedas a teaching tool, developed as a portable neutron source forsecurity appl",33,experimental; review,dense_plasma_focus; z_pinch; mhd; plasma_physics; nuclear_fusion; radiation; pulsed_power; electrode_materials
297,12-Textbooks,CitationBRIEF REPORT| SEPTEMBER 26 2011,,2011,10.1063/1.3631793,,"The magnetic centrifugal mass filterAbraham J. Fetterman and Nathaniel J. FischDepartment of Astrophysical Sciences, Princeton University, Princeton, New Jersey 08540, USA(Received 26 July 2011; accepted 9 August 2011; published online 26 September 2011)Mass ﬁlters using rotating plasmas have been considered for separating nuclear waste and spentnuclear fuel. We propose a new mass ﬁlter that utilizes centrifugal and magnetic conﬁnement ofions in a way similar to the asymmetric centrifugal",4,,plasma_physics; nuclear_fusion
216,12-Textbooks,,Loh,2010,,,"Module 1: Introduction - The Plasma Focus and the Lee model (Lecture -2hrs or self -reading 4 hrs) 1 1.1 Description of the plasma focus. How it works, dimensions and lifetimes of the hot dense plasma 2 1.2 Scaling proper ties of the plasma focus 6 1.3 The radiative Lee model: the 5 phases 8 1.4 Using the Lee model as reference for diagnostics 11 1.5 Insights on plasma focus from numerical experiments using Lee model code 16 Module 2: Universal Plasma Focus Laborat ory",200,experimental,dense_plasma_focus; plasma_physics; nuclear_fusion; radiation; pulsed_power; electrode_materials
254,12-Textbooks,Numerical Experiments Providing New Insights into Plasma Focus Fusion Devices,Sing Lee,2010,10.3390/en3040711,,"Recent extensive and systematic numerical experiments have uncovered new insights into plasma focus fusion devices in cluding the following: (1) a plasma current limitation effect, as device static inductance is reduced towards very small values; (2) scaling laws of neutron yield and soft x-ra y yield as functions of storage energies and currents; (3) a global scaling law for neut ron yield as a function of storage energy combining experimental and numerical data showing that scaling det",27,experimental; simulation,dense_plasma_focus; z_pinch; plasma_physics; nuclear_fusion; electrode_materials
276,12-Textbooks,LLNL-JRNL-420827,,2009,,,"The successful operation (with β≤60%, classical ions and electrons with Te=250 eV) ofthe Gas Dynamic Trap (GDT) device at the Budker Institute of Nuclear Physics (BINP)in Novosibirsk, Russia, extrapolates to a 2 MW/m2 Dynamic Trap Neutron Source(DTNS), which burns only ~100 g of tritium per full power year. The DTNS has noserious physics, engineering, or technology obstacles; the extension of neutral beam linesto steady state can use demonstrated engineering; and it supports near-term tokamaks a",83,experimental,mhd; plasma_physics; nuclear_fusion
215,12-Textbooks,SAND2009-6373,,2009,,,We have carried out 2D simulations of th ree dense plasma focus (DPF) devices using the ALEGRA-HEDP code and validated the results against expe riments. The three devices included two Mather-type machines described by Bernard et. al. [1] and the Tallboy device currently in operation at NS Tec in North Las Vegas. We present simulation results and compare to detailed plasma measurements for one Bernard device and to current and neutron yields for all three. We also describe a new ALEGRA cap,28,simulation; experimental,dense_plasma_focus; mhd; plasma_physics; nuclear_fusion; radiation; pulsed_power; electrode_materials; particle_methods
280,12-Textbooks,SAND2007-2984P,,2007,,,"ivACKNOWLEDGMENTSJeff Quintenz initiated this history project while serving as director of the Pulsed Power Sciences Center. Keith Matzen, who took over the Center in 2005, continued funding and support for the project.The author is grateful to the following people for their assistance with this history:Staff in the Sandia History Project and Records Management Department, in particular Myra O’Canna, Rebecca Ullrich, and Laura Martinez. Also Ramona Abeyta, Shirley Aleman, Anna Nusbaum,",166,experimental; review,nuclear_fusion; pulsed_power
301,12-Textbooks,01621283.pdf,Robert Krasny,2006,10.1109/TPS.2006.871104inunbounded,,,17,simulation,plasma_physics; uncertainty_quantification; electrode_materials; particle_methods
289,12-Textbooks,FUNDAMENTALS OF PLASMA PHYSICS,PAUL M.BELLAN,2005,,,,6,review,mhd; plasma_physics; nuclear_fusion; diagnostics
281,12-Textbooks,CitationRESEARCH ARTICLE| MAY 01 2003,,2003,10.1063/1.1558294,,"Sheared ﬂow stabilization experiments in the ZaP ﬂow Z pincha U. Shumlak,b)B. A. Nelson, R. P. Golingo, S. L. Jackson, and E. A. CrawfordUniversity of Washington, Aerospace and Energetics Research Program, Seattle, Washington 98195 –2250D. J. Den HartogDepartment of Physics, University of Wisconsin-Madison, Madison, Wisconsin 53706~Received 7 November 2002; accepted 9 January 2003 !The stabilizing effect of a sheared axial ﬂow on the m51 kink instability in Z pinches has beenstudied numer",9,experimental; simulation; machine_learning,z_pinch; mhd; plasma_physics; nuclear_fusion; diagnostics; pulsed_power; electrode_materials; turbulence
293,12-Textbooks,FUNDAMENTALS OF PLASMA PHYSICS,PAUL M.BELLAN,2001,,,,6,experimental; review,mhd; plasma_physics; nuclear_fusion
